Date,Close
10/18/2020,11514.2
10/17/2020,11367.89
10/16/2020,11328.95
10/15/2020,11509.34
10/14/2020,11427.7
10/13/2020,11428.22
10/12/2020,11535.46
10/11/2020,11374.01
10/10/2020,11299.5
10/9/2020,11057.07
10/8/2020,10933.09
10/7/2020,10670.47
10/6/2020,10602.66
10/5/2020,10795
10/4/2020,10671.11
10/3/2020,10551.65
10/2/2020,10573.12
10/1/2020,10617.63
9/30/2020,10779.63
9/29/2020,10840.73
9/28/2020,10695.55
9/27/2020,10778.2
9/26/2020,10730
9/25/2020,10690.53
9/24/2020,10740.01
9/23/2020,10235.1
9/22/2020,10531.13
9/21/2020,10416.82
9/20/2020,10920.89
9/19/2020,11080
9/18/2020,10937.52
9/17/2020,10943.61
9/16/2020,10959.61
9/15/2020,10783.75
9/14/2020,10679.95
9/13/2020,10336.76
9/12/2020,10446.52
9/11/2020,10394.41
9/10/2020,10343.23
9/9/2020,10224.56
9/8/2020,10125.69
9/7/2020,10375
9/6/2020,10257.86
9/5/2020,10168.36
9/4/2020,10500.05
9/3/2020,10172.52
9/2/2020,11395.48
9/1/2020,11924.22
8/31/2020,11655
8/30/2020,11716.01
8/29/2020,11474.31
8/28/2020,11535
8/27/2020,11330.06
8/26/2020,11463.27
8/25/2020,11324.92
8/24/2020,11753.85
8/23/2020,11650.01
8/22/2020,11672.93
8/21/2020,11529.22
8/20/2020,11864.26
8/19/2020,11758.87
8/18/2020,11950
8/17/2020,12304.26
8/16/2020,11918.84
8/15/2020,11859.24
8/14/2020,11779
8/13/2020,11795.95
8/12/2020,11566.45
8/11/2020,11388.53
8/10/2020,11899.73
8/9/2020,11688.48
8/8/2020,11774.98
8/7/2020,11606.52
8/6/2020,11773.89
8/5/2020,11756.75
8/4/2020,11197.04
8/3/2020,11233.13
8/2/2020,11068.54
8/1/2020,11810.07
7/31/2020,11351.62
7/30/2020,11115.95
7/29/2020,11110.12
7/28/2020,10934.23
7/27/2020,11048.91
7/26/2020,9941
7/25/2020,9711.33
7/24/2020,9551.21
7/23/2020,9613.24
7/22/2020,9536.18
7/21/2020,9394.14
7/20/2020,9161.05
7/19/2020,9212.87
7/18/2020,9175.85
7/17/2020,9154.29
7/16/2020,9130.11
7/15/2020,9190.16
7/14/2020,9256.94
7/13/2020,9236.92
7/12/2020,9303.37
7/11/2020,9235
7/10/2020,9291.05
7/9/2020,9236.95
7/8/2020,9435.28
7/7/2020,9253.94
7/6/2020,9343.31
7/5/2020,9074.39
7/4/2020,9138.51
7/3/2020,9063.87
7/2/2020,9091.53
7/1/2020,9239.97
6/30/2020,9136.2
6/29/2020,9184.45
6/28/2020,9113.24
6/27/2020,9002.46
6/26/2020,9155.42
6/25/2020,9243.51
6/24/2020,9285.91
6/23/2020,9623.56
6/22/2020,9690.74
6/21/2020,9286.14
6/20/2020,9355.74
6/19/2020,9301.91
6/18/2020,9376.14
6/17/2020,9457.51
6/16/2020,9526.25
6/15/2020,9432.53
6/14/2020,9325
6/13/2020,9475
6/12/2020,9464.17
6/11/2020,9268.16
6/10/2020,9894.04
6/9/2020,9779.41
6/8/2020,9781.51
6/7/2020,9750.12
6/6/2020,9671.7
6/5/2020,9613.21
6/4/2020,9788.03
6/3/2020,9668.07
6/2/2020,9522.46
6/1/2020,10208.96
5/31/2020,9446.57
5/30/2020,9700.33
5/29/2020,9423.84
5/28/2020,9580.19
5/27/2020,9208.53
5/26/2020,8844.42
5/25/2020,8899.31
5/24/2020,8715.73
5/23/2020,9181.76
5/22/2020,9168.84
5/21/2020,9061.96
5/20/2020,9509.41
5/19/2020,9783.76
5/18/2020,9728.52
5/17/2020,9676.63
5/16/2020,9383.16
5/15/2020,9312.1
5/14/2020,9795.34
5/13/2020,9321.26
5/12/2020,8821.42
5/11/2020,8572.4
5/10/2020,8729.86
5/9/2020,9537.21
5/8/2020,9810
5/7/2020,10004.77
5/6/2020,9155.79
5/5/2020,9028.79
5/4/2020,8883.53
5/3/2020,8909.95
5/2/2020,8985.58
5/1/2020,8829.42
4/30/2020,8624.28
4/29/2020,8793.75
4/28/2020,7755.01
4/27/2020,7789.77
4/26/2020,7706.4
4/25/2020,7547.61
4/24/2020,7514.64
4/23/2020,7488.83
4/22/2020,7136.84
4/21/2020,6853.68
4/20/2020,6838.19
4/19/2020,7130.71
4/18/2020,7261.76
4/17/2020,7037.46
4/16/2020,7112.64
4/15/2020,6624.12
4/14/2020,6877.37
4/13/2020,6861.21
4/12/2020,6908.13
4/11/2020,6889.65
4/10/2020,6871.91
4/9/2020,7293.24
4/8/2020,7370.11
4/7/2020,7200.01
4/6/2020,7341.56
4/5/2020,6778.25
